student_id,club_id,club_name,hours
5656,club016,Warsaw,2
5656,club039,Tallinn,2
5656,club040,Riga,2
5656,club041,Vilnius,2
5656,club042,Dublin,2
5657,club001,Lisbon,4
5657,club018,Bratislava,2
5657,club023,Bucharest,2
5657,club043,Belfast,2
5658,club008,Amsterdam,2
5658,club018,Bratislava,2
5658,club027,Valletta,2
5658,club031,Florence,2
5658,club045,Glasgow,2
5659,club006,Marseille,2
5659,club010,Berlin,2
5659,club011,Munich,2
5659,club031,Florence,2
5659,club054,Vaduz,2
5660,club013,Vienna,2
5660,club017,Krakow,2
5660,club018,Bratislava,2
5660,club028,Rome,2
5660,club034,Zurich,2
5661,club013,Vienna,2
5661,club022,Sofia,2
5661,club027,Valletta,2
5661,club029,Milan,2
5661,club035,Oslo,2
5662,club007,Brussels,2
5662,club029,Milan,2
5662,club038,Helsinki,2
5662,club042,Dublin,2
5662,club052,Andorra la Vella,2
5663,club030,Turin,2
5663,club043,Belfast,2
5663,club044,Edinburgh,2
5663,club053,San Marino,2
5663,club054,Vaduz,2
5664,club013,Vienna,2
5664,club028,Rome,2
5664,club049,Reykjavik,2
5664,club056,Skopje,2
5664,club057,Tirana,2
5665,club033,Geneva,2
5665,club045,Glasgow,2
5665,club046,London,2
5665,club056,Skopje,2
5665,club057,Tirana,2
5666,club009,Rotterdam,2
5666,club022,Sofia,2
5666,club043,Belfast,2
5666,club044,Edinburgh,2
5666,club053,San Marino,2
5667,club001,Lisbon,4
5667,club007,Brussels,2
5667,club026,Nicosia,2
5667,club032,Venice,2
5668,club030,Turin,2
5668,club033,Geneva,2
5668,club040,Riga,2
5668,club048,Birmingham,2
5668,club050,Luxembourg City,2
5669,club008,Amsterdam,2
5669,club011,Munich,2
5669,club025,Thessaloniki,2
5669,club039,Tallinn,2
5669,club045,Glasgow,2
5670,club013,Vienna,2
5670,club030,Turin,2
5670,club032,Venice,2
5670,club039,Tallinn,2
5670,club048,Birmingham,2
5671,club023,Bucharest,2
5671,club028,Rome,2
5671,club043,Belfast,2
5671,club048,Birmingham,2
5671,club052,Andorra la Vella,2
5672,club016,Warsaw,2
5672,club030,Turin,2
5672,club038,Helsinki,2
5672,club049,Reykjavik,2
5672,club054,Vaduz,2
5673,club013,Vienna,2
5673,club026,Nicosia,2
5673,club031,Florence,2
5673,club035,Oslo,2
5673,club038,Helsinki,2
5674,club007,Brussels,2
5674,club026,Nicosia,2
5674,club028,Rome,2
5674,club030,Turin,2
5674,club044,Edinburgh,2
5675,club017,Krakow,2
5675,club025,Thessaloniki,2
5675,club045,Glasgow,2
5675,club053,San Marino,2
5675,club054,Vaduz,2
5676,club006,Marseille,2
5676,club011,Munich,2
5676,club013,Vienna,2
5676,club029,Milan,2
5676,club059,Chisinau,2
5677,club005,Lyon,2
5677,club011,Munich,2
5677,club020,Zagreb,2
5677,club029,Milan,2
5677,club030,Turin,2
5678,club006,Marseille,2
5678,club011,Munich,2
5678,club023,Bucharest,2
5678,club053,San Marino,2
5678,club055,Sarajevo,2
5679,club007,Brussels,2
5679,club015,Budapest,2
5679,club025,Thessaloniki,2
5679,club038,Helsinki,2
5679,club042,Dublin,2
5680,club015,Budapest,2
5680,club041,Vilnius,2
5680,club049,Reykjavik,2
5680,club052,Andorra la Vella,2
5680,club056,Skopje,2
5681,club014,Prague,2
5681,club026,Nicosia,2
5681,club033,Geneva,2
5681,club050,Luxembourg City,2
5681,club059,Chisinau,2
5682,club015,Budapest,2
5682,club019,Ljubljana,2
5682,club040,Riga,2
5682,club054,Vaduz,2
5682,club056,Skopje,2
5683,club001,Lisbon,4
5683,club010,Berlin,2
5683,club040,Riga,2
5683,club045,Glasgow,2
5684,club006,Marseille,2
5684,club040,Riga,2
5684,club041,Vilnius,2
5684,club046,London,2
5684,club055,Sarajevo,2
5685,club001,Lisbon,4
5685,club005,Lyon,2
5685,club011,Munich,2
5685,club026,Nicosia,2
5685,club020,Zagreb,2
5686,club014,Prague,2
5686,club025,Thessaloniki,2
5686,club027,Valletta,2
5686,club033,Geneva,2
5686,club054,Vaduz,2
5687,club008,Amsterdam,2
5687,club010,Berlin,2
5687,club019,Ljubljana,2
5687,club047,Manchester,2
5687,club050,Luxembourg City,2
5688,club011,Munich,2
5688,club027,Valletta,2
5688,club046,London,2
5688,club050,Luxembourg City,2
5688,club057,Tirana,2
5689,club014,Prague,2
5689,club022,Sofia,2
5689,club038,Helsinki,2
5689,club040,Riga,2
5689,club059,Chisinau,2
5690,club006,Marseille,2
5690,club016,Warsaw,2
5690,club034,Zurich,2
5690,club041,Vilnius,2
5690,club054,Vaduz,2
5692,club020,Zagreb,2
5692,club026,Nicosia,2
5692,club036,Stockholm,2
5692,club038,Helsinki,2
5692,club043,Belfast,2
5693,club006,Marseille,2
5693,club008,Amsterdam,2
5693,club009,Rotterdam,2
5693,club044,Edinburgh,2
5693,club055,Sarajevo,2
5694,club009,Rotterdam,2
5694,club018,Bratislava,2
5694,club031,Florence,2
5694,club043,Belfast,2
5694,club047,Manchester,2
5695,club025,Thessaloniki,2
5695,club026,Nicosia,2
5695,club035,Oslo,2
5695,club040,Riga,2
5695,club049,Reykjavik,2
5696,club011,Munich,2
5696,club018,Bratislava,2
5696,club023,Bucharest,2
5696,club046,London,2
5696,club052,Andorra la Vella,2
5697,club008,Amsterdam,2
5697,club029,Milan,2
5697,club032,Venice,2
5697,club040,Riga,2
5697,club045,Glasgow,2
5698,club008,Amsterdam,2
5698,club015,Budapest,2
5698,club018,Bratislava,2
5698,club019,Ljubljana,2
5698,club054,Vaduz,2
5699,club013,Vienna,2
5699,club017,Krakow,2
5699,club036,Stockholm,2
5699,club043,Belfast,2
5699,club053,San Marino,2
5700,club021,Belgrade,2
5700,club029,Milan,2
5700,club031,Florence,2
5700,club033,Geneva,2
5700,club044,Edinburgh,2
5701,club029,Milan,2
5701,club030,Turin,2
5701,club032,Venice,2
5701,club036,Stockholm,2
5701,club048,Birmingham,2
5702,club007,Brussels,2
5702,club010,Berlin,2
5702,club030,Turin,2
5702,club033,Geneva,2
5702,club034,Zurich,2
5703,club008,Amsterdam,2
5703,club014,Prague,2
5703,club033,Geneva,2
5703,club040,Riga,2
5703,club048,Birmingham,2
5704,club007,Brussels,2
5704,club025,Thessaloniki,2
5704,club039,Tallinn,2
5704,club053,San Marino,2
5704,club059,Chisinau,2
5705,club001,Lisbon,4
5705,club015,Budapest,2
5705,club041,Vilnius,2
5705,club045,Glasgow,2
5706,club030,Turin,2
5706,club035,Oslo,2
5706,club040,Riga,2
5706,club050,Luxembourg City,2
5706,club056,Skopje,2
5707,club009,Rotterdam,2
5707,club021,Belgrade,2
5707,club031,Florence,2
5707,club038,Helsinki,2
5707,club055,Sarajevo,2
5708,club008,Amsterdam,2
5708,club030,Turin,2
5708,club035,Oslo,2
5708,club036,Stockholm,2
5708,club050,Luxembourg City,2
5709,club005,Lyon,2
5709,club026,Nicosia,2
5709,club045,Glasgow,2
5709,club052,Andorra la Vella,2
5709,club059,Chisinau,2
5710,club005,Lyon,2
5710,club018,Bratislava,2
5710,club020,Zagreb,2
5710,club025,Thessaloniki,2
5710,club048,Birmingham,2
5711,club031,Florence,2
5711,club036,Stockholm,2
5711,club039,Tallinn,2
5711,club041,Vilnius,2
5711,club056,Skopje,2
5712,club010,Berlin,2
5712,club011,Munich,2
5712,club025,Thessaloniki,2
5712,club033,Geneva,2
5712,club047,Manchester,2
5713,club013,Vienna,2
5713,club026,Nicosia,2
5713,club047,Manchester,2
5713,club050,Luxembourg City,2
5713,club059,Chisinau,2
5714,club011,Munich,2
5714,club022,Sofia,2
5714,club028,Rome,2
5714,club044,Edinburgh,2
5714,club046,London,2
5715,club015,Budapest,2
5715,club019,Ljubljana,2
5715,club052,Andorra la Vella,2
5715,club053,San Marino,2
5715,club057,Tirana,2
5716,club035,Oslo,2
5716,club046,London,2
5716,club047,Manchester,2
5716,club049,Reykjavik,2
5716,club056,Skopje,2
5717,club013,Vienna,2
5717,club021,Belgrade,2
5717,club036,Stockholm,2
5717,club041,Vilnius,2
5717,club045,Glasgow,2
5719,club017,Krakow,2
5719,club027,Valletta,2
5719,club034,Zurich,2
5719,club049,Reykjavik,2
5719,club059,Chisinau,2
5720,club020,Zagreb,2
5720,club023,Bucharest,2
5720,club029,Milan,2
5720,club041,Vilnius,2
5720,club047,Manchester,2
5721,club009,Rotterdam,2
5721,club016,Warsaw,2
5721,club045,Glasgow,2
5721,club047,Manchester,2
5721,club048,Birmingham,2
5722,club016,Warsaw,2
5722,club017,Krakow,2
5722,club018,Bratislava,2
5722,club034,Zurich,2
5722,club046,London,2
5724,club001,Lisbon,4
5724,club041,Vilnius,2
5724,club042,Dublin,2
5724,club043,Belfast,2
5725,club011,Munich,2
5725,club016,Warsaw,2
5725,club023,Bucharest,2
5725,club039,Tallinn,2
5725,club050,Luxembourg City,2
5726,club009,Rotterdam,2
5726,club014,Prague,2
5726,club016,Warsaw,2
5726,club032,Venice,2
5726,club048,Birmingham,2
5727,club006,Marseille,2
5727,club022,Sofia,2
5727,club040,Riga,2
5727,club043,Belfast,2
5727,club059,Chisinau,2
5728,club018,Bratislava,2
5728,club033,Geneva,2
5728,club044,Edinburgh,2
5728,club049,Reykjavik,2
5728,club059,Chisinau,2
5729,club001,Lisbon,4
5729,club031,Florence,2
5729,club035,Oslo,2
5729,club057,Tirana,2
5733,club034,Zurich,2
5733,club041,Vilnius,2
5733,club052,Andorra la Vella,2
5733,club054,Vaduz,2
5733,club056,Skopje,2
5734,club001,Lisbon,4
5734,club013,Vienna,2
5734,club046,London,2
5734,club050,Luxembourg City,2
5735,club008,Amsterdam,2
5735,club014,Prague,2
5735,club034,Zurich,2
5735,club053,San Marino,2
5735,club055,Sarajevo,2
